date,CTL,T,CSCO,FCX,XL,IVZ,AMT,WHR,IR,WFT,YUM,CVS,GD,TYC,EL,MUR,CTAS,CBSA,SNV,CAM,DLTR,CAH,DTE,SSP,PSA,EXC,TKR,CMA,ORCL,MS,RSG,ACAS,AGN,MMM,ETFC,CAR,MDR,NOV,PCH,BAX,JCI,SWK,DVN,TMO,PEP,LNC,EMR,MLM,CCI,NU,Market,,,,,,
201112,1.0794,4.3478,-3.0043,-7.096,-3.5888,-0.7901,2.3051,-3.2817,-7.6389,-3.4301,5.2998,4.9948,0.5298,-2.6063,-4.7974,-0.3219,14.5066,6.071,-4.698,-8.8905,1.988,-3.8507,4.5347,-5.7647,2.6611,-2.1214,-7.8553,2.6963,-18.1818,2.2989,1.1658,-3.4433,4.8017,0.8514,-13.2898,-9.1525,1.7683,-5.1743,-2.301,-3.5714,-0.1271,3.3165,-5.026,-4.8254,3.6719,-3.7661,-10.8325,-3.6417,5.8601,5.013,0.3702,,,,,,
201201,-0.457,-1.2897,8.9878,26.2843,2.5291,12.3444,5.8324,14.4784,14.6702,14.3443,7.8038,2.7771,4.8487,9.6125,3.1517,6.925,6.5498,5.4552,23.4043,8.1521,2.0335,5.9591,-2.2773,5.7428,3.2723,-8.2776,26.1431,7.2481,10.2144,23.5955,6.2795,22.1397,0.1938,6.0932,2.8894,33.8619,5.6473,8.8101,-1.8001,12.1261,1.6315,3.8166,2.9194,17.634,-1.0249,11.3285,10.2812,9.4152,8.2143,-3.6596,5.4077,,,,,,
201202,8.6957,4.0122,1.1962,-7.8987,2.6147,10.2902,-1.4643,40.0405,14.1385,-4.54,4.595,8.0239,5.8849,1.7076,1.053,7.7433,3.9633,5.173,21.8391,4.718,4.375,-3.4395,1.4659,12.3967,-3.4495,-0.4651,7.7821,7.3003,3.7044,-0.5898,1.8784,8.3942,1.9679,1.7068,17.6435,-10.1045,7.4013,11.5572,0.8838,4.7765,2.707,9.432899,14.8879,7.0321,-3.3729,15.3203,-1.304,4.557,6.8688,4.1547,4.1186,,,,,,
201203,-2.1739,2.0922,6.3883,-10.6203,4.8077,7.6706,0.7031,1.707,4.0873,-5.5695,7.4577,-0.6652,0.2048,8.4137,5.808,-11.9956,1.4523,11.9218,-2.8302,-5.1696,6.7563,4.272,3.0144,3.6765,3.8786,0.7314,-3.1679,9.3297,-0.3247,5.9331,3.1847,-2.5814,6.5186,1.8379,13.6482,9.6899,-1.9142,-3.5623,2.6931,3.4148,0.0919,0.7422,-2.7145,-0.1943,5.4179,6.1192,3.717,-0.2795,2.9531,3.3983,2.3994,,,,,,
201204,-0.2329,6.7883,-4.3262,1.505,-0.8299,-6.8616,4.3954,-16.7057,2.8295,-5.4341,2.578,-0.0391,-7.3181,0.356,5.5053,-2.3103,0.1278,-0.4962,2.439,-2.9907,7.588099,-1.9485,2.4532,-7.1935,3.6839,-0.5101,11.3717,-1.0507,1.0288,-11.7617,-10.4385,14.5737,0.5973,0.1681,-2.9224,-6.9965,-11.7877,-4.6684,-0.1276,-7.3101,-1.5702,-4.9376,-1.7857,-1.2948,-0.5275,-5.7284,0.6899,-3.2115,6.1305,-0.9429001,-0.6801,,,,,,
201205,1.7116,3.8286,-18.9779,-16.3446,-5.0674,-11.7452,-1.0674,-2.5617,-2.8457,-15.8374,-3.2586,0.7172,-5.1704,-5.2913,-17.1385,-14.6898,-5.7952,-3.7254,-9.0476,-10.8488,1.4952,-2.1055,0.7982,-1.8559,-6.8337,-4.2316,-15.1831,-4.9969,-9.966001,-22.6852,-3.6902,-6.8879,-5.9375,-4.8791,-20.1317,12.8419,-10.177,-11.8928,-8.4345,-8.6447,-5.7241,-9.4451,-14.7888,-9.290199,3.6174,-16.5523,-10.2208,-18.1105,-3.5506,-1.1341,-6.5531,,,,,,
201206,2.537,4.3606,5.1439,6.3358,3.5749,3.908,8.0919,-1.1635,2.4933,5.1624,-8.4423,3.9831,3.0464,-0.5831,-0.0554,7.8722,4.6341,1.7367,4.1885,-6.5222,4.2838,2.0723,5.4329,6.8966,9.020801,1.7307,-4.0042,1.4464,12.2025,9.2066,1.214,8.639299,2.5706,6.1486,-5.3004,2.3569,9.7537,-3.2809,12.5262,5.6598,-7.4652,-2.234,-2.2345,3.0903,4.1415,5.8055,-0.4062,16.8223,7.4359,7.7756,3.8156,,,,,,
201207,5.1912,7.5715,-6.6395,-0.2568,-1.8536,-2.0797,3.433,10.4644,0.5453,-4.5922,1.0944,-2.8194,-3.0473,4.4276,-3.2151,6.7011,2.6418,1.2316,-4.0404,17.7008,-6.431201,2.5952,3.4384,-3.3299,3.1438,3.9872,-20.9434,-1.6281,1.8855,-6.0315,9.3349,-0.994,-11.3428,1.8192,-5.0995,-5.4605,5.0269,12.1974,8.3594,10.0847,-11.0429,3.931,1.9486,7.2433,2.9295,-7.9561,2.5547,-4.6689,5.4893,2.757,1.0266,,,,,,
201208,1.7333,-3.3755,19.6238,7.2468,11.9613,7.7836,-2.6414,12.4334,10.257,-2.4066,-1.7273,0.663,3.2629,2.621,14.4521,-3.7598,1.9934,8.308599,9.473701,8.8323,-4.3107,-8.2154,-4.8395,11.6254,-2.2759,-5.432,11.5746,1.6551,4.8013,9.8097,-4.4245,10.3414,5.0079,2.1484,12.3198,14.2658,-4.7863,8.990299,4.1895,0.2906,10.3854,-1.6594,-2.182,3.0178,-0.4125,15.8105,7.0128,2.1826,2.5533,-4.6816,2.6265,,,,,,
201209,-2.6857,2.893,0.0786,9.6095,4.4118,5.5321,1.733,9.8728,-3.8067,7.8231,4.1117,6.3008,0.9312,-0.2128,2.7023,4.5977,2.4988,0.1096,14.4231,2.4858,0.2491,-0.866,3.6986,2.7001,-3.6342,-2.4404,-7.470099,1.5956,-0.6003,11.6,0.3436,3.2757,6.3276,-0.1944,2.6838,-6.3337,9.694799,1.8147,4.4925,3.4765,1.3598,16.6616,4.9628,2.8073,-1.5498,4.1774,-4.8304,8.497,1.0085,1.4866,2.6539,,,,,,
201210,-5,-7.0822,-9.4789,-0.979,2.9546,-2.6811,5.463,17.8145,4.9308,-10.8833,6.1878,-3.8362,3.7356,-3.3936,0.0812,11.7527,0.9172,-10.7908,3.3755,-9.684299,-17.4363,5.5427,3.6036,-0.3756,-0.388,0.5621,6.2702,-3.9936,-1.0172,4.1219,3.0534,3.8766,-1.8126,-5.2153,-5,7.4772,-12.3568,-8.0015,2.9703,3.9157,-6.0219,-9.114699,-3.7851,3.7906,-2.1619,2.8111,0.3315,-0.6758,4.1342,2.7988,-1.4101,,,,,,
201211,1.1985,-1.3299,11.1111,0.3344,-1.6572,3.4642,-0.4782,4.7707,3.721,-7.8761,-4.3218,0.2371,-2.3208,5.5824,-4.3005,-0.7458,0.6458,10.8033,-3.2653,6.5363,4.6903,-1.6533,-2.4477,-4.0528,1.4499,-14.0721,14.6619,-0.738,3.5232,-2.9344,0.4233,1.6115,3.2028,4.4977,0.7177,14.5796,-1.6807,-7.327,1.2214,5.8119,6.9515,3.7662,-11.2352,4.078,1.4009,-0.3631,4.5633,9.8287,1.1536,-0.5522,0.6193,,,,,,
201212,2.5875,-1.2306,3.9101,-12.3302,3.4525,4.4018,3.4432,-0.0884,-1.353,7.4928,-1.0137,3.9561,4.9323,3.1019,2.7639,4.9524,-1.3031,5.8333,3.7975,4.6525,-2.827,2.4845,0.1486,6.1886,3.8538,-1.5884,6.1709,3.0416,4.1181,13.3373,3.8462,0.3381,-1.0997,2.0891,6.2945,4.6462,4.6534,0.2635,1.3071,1.2676,12.0552,3.5461,1.1032,0.598,-1.7697,4.8583,5.435,4.7556,6.872,0.8776,1.2531,,,,,,
201301,3.3998,4.5387,4.6851,3.9839,10.6145,4.4461,-1.4495,13.3956,7.1518,19.303,-1.6943,6.3599,-4.2876,3.8632,1.7875,-0.0504,3.3252,9.7946,5.3061,12.1325,-1.4053,6.3866,5.4288,1.6651,6.1879,5.7162,12.0845,13.2498,6.5726,19.5084,8.7283,11.1435,14.4773,8.293,18.4358,8.6277,10.4356,8.4711,10.8327,1.7702,1.3694,3.8664,9.8962,13.1076,6.459199,12.3552,8.1005,4.72,-2.2727,4.2221,5.4093,,,,,,
201302,-14.2893,3.2193,1.3855,-9.4468,3.3189,-1.055,1.9041,-1.6727,2.4518,-11.0112,0.8315,-0.1563,2.5189,5.8882,5.4981,2.81,3.8807,3.9329,-1.5504,0.6476,12.9907,5.4782,5.5126,-1.6378,-1.767,0.2385,1.7534,0.0582,-3.5764,-1.0941,-1.4111,4.7156,3.2949,4.0627,1.0377,8.5462,4.5193,-8.1063,1.4289,-0.3538,1.2223,2.4339,-5.1233,2.3011,4.7461,1.9324,-0.2445,-1.2154,-1.021,2.8173,0.8331,,,,,,
201303,2.8843,2.1721,0.1918,3.6967,6.2849,8.1,-0.8763,4.8783,4.8813,2.1886,9.8656,7.5704,3.7369,-0.0312,-0.1092,4.6813,0.5239,7.1758,9.4488,2.3227,7.1816,-9.3378,3.2335,11.2858,1.5607,11.2617,4.1605,5.0611,-5.5783,-2.5277,5.7093,4.3245,2.9607,2.2212,0,19.0843,-13.6006,4.0364,4.908,8.1213,12.0432,3.507,4.3494,3.8482,4.4081,10.3927,-1.4638,5.0345,-0.2292,4.6977,3.5274,,,,,,
201304,6.945601,3.3252,0.9332,-7.1224,2.7723,9.5995,9.5294,-3.5286,-2.1996,5.3542,-4.8443,6.2102,5.6871,0.875,8.308599,-2.5734,1.6769,-1.1656,-2.8881,-5.5982,-1.7964,6.247,6.6433,15.4614,8.3246,8.7877,-7.0873,0.8345001,1.3919,1.0009,3.2727,3.6656,1.72,-1.505,-3.9216,3.6292,-2.8207,-7.8163,3.249,-3.8133,-0.1711,-7.6078,-2.4105,5.4778,4.2473,4.6611,-0.6444,-1.0096,10.5686,4.3028,1.4945,,,,,,
201305,-7.6657,-6.5937,15.2725,2.0375,0.9313,7.0101,-7.3223,12.3425,6.9331,5.473,-0.5432,-1.0313,4.2455,5.2615,-2.0043,2.4843,1.7495,7.993,1.8587,-1.1048,1.0093,6.1963,-8.6032,-1.7279,-8,-15.6225,8.4078,8.9379,3.0506,16.93,0.0587,-11.8969,-12.3382,5.9163,12.9252,14.9792,-10.5805,7.789,-4.0549,0.6584,6.7124,5.8949,3.251,9.4447,-2.0614,4.8515,4.2515,8.3573,-7.4675,-7.2634,1.9066,,,,,,
201306,3.5139,1.1718,0.9123001,-7.8583,-3.0862,-5.7499,-5.6526,-10.4884,-3.1288,1.5567,2.3469,-0.6947,1.5953,-2.5436,-2.9655,-3.8377,-0.2519,-1.0516,6.9343,0.4764,5.8285,1.1552,1.5838,14.1392,1.8314,-1.4678,-0.8457,1.2915,-9.088201,-5.6757,0.2199,-4.9512,-15.3282,-0.8343,8.9501,-13.2992,-14.3455,-1.6216,-10.3016,-0.8105,-3.6938,-1.8051,-8.3553,-3.9864,1.9655,2.2715,-5.0818,-9.7313,1.6,0.8399,-1.5039,,,,,,
201307,1.4144,0.904,5.8558,3.5585,3.3971,1.2264,-3.2527,17.1214,9.960401,1.8978,5.6461,7.9311,9.6642,6.1305,-0.1824,11.217,4.3259,9.3014,14.0411,-3.0412,5.5271,6.1229,5.5066,6.611,3.8414,-0.9391,3.8024,6.8039,5.731,11.5841,-0.0884,8.2873,8.1671,7.3891,17.6935,10.0522,5.7457,1.8432,8.877299,5.4425,12.3498,9.4696,6.0331,7.6569,2.1396,14.5873,12.5229,1.1989,-2.9562,5.6878,5.2681,,,,,,
201308,-7.6151,-4.0828,-8.9097,6.86,-5.7097,-4.986,-1.8364,-3.4829,-3.1286,6.8052,-3.977,-5.5944,-2.449,-5.0847,-0.1676,0.0185,0.5262,-4.105,-4.2042,-4.2327,-1.7707,0.3793,-5.4172,-8.4287,-4.1138,0.6865,-3.646,-3.9962,-1.5147,-5.3289,-4.1286,-9.0379,-2.9522,-2.7378,-5.7718,-15.3919,-13.2948,5.8857,-12.4233,-4.7645,0.7958,0.7563,3.7811,-2.5025,-4.5607,0.8879001,-0.9614,-3.1626,-1.1815,-7.746,-2.5714,,,,,,
201309,-3.6232,-0.0296,0.5191,9.463901,4.7361,5.0725,7.0802,13.8282,10.1623,2.8169,1.9566,-2.2394,5.1291,5.8717,6.9461,3.499,7.2027,8.3855,3.7618,2.7822,8.462999,4.3208,-0.3514,20.6443,5.9802,-2.7878,7.7417,-3.3301,4.1117,4.6196,3.4143,10.1763,2.3422,5.1329,17.5214,7.6952,-0.9333,5.4778,3.7085,-4.8591,2.8621,6.8144,1.5589,3.9063,0.4233,-0.1189,7.1724,2.2072,5.2002,1.5804,3.7477,,,,,,
201310,7.9031,8.3678,-2.9918,12.0692,-0.8112,5.7994,7.0417,-0.2936,4.3117,7.2407,-4.7626,10.1057,-0.3771,4.9457,1.5164,0,5.0195,6.8317,-1.5152,-6.0134,2.1694,12.4832,4.7893,8.0109,3.9988,-3.7112,-12.5662,10.1501,1.3567,6.7903,0.3297,1.9636,0.1769,5.3932,2.4848,8.6715,-4.8452,3.9304,2.8982,0.274,11.2048,-12.6753,9.4529,6.1096,5.7736,8.4306,3.5085,-0.0815,4.0942,3.9758,3.9852,,,,,,
201311,-7.7377,-2.7348,-5.8067,-5.6311,4.6451,3.9259,-1.9912,5.051,5.7604,-4.7445,14.8773,7.549,5.8063,4.3502,5.9188,8.1606,4.6494,-0.3722,7.3846,0.9661,-4.7089,10.1261,-3.4712,2.2704,-8.5464,-4.6251,-1.5527,4.7344,5.3433,8.9454,4.3024,9.1298,7.1626,6.5912,5.9728,17.6508,15.2758,0.3942,-2.4002,3.9168,9.4474,2.9081,-4.1126,3.1397,0.44,13.0368,0.6719,-1.152,-2.3546,-4.2201,2.4947,,,,,,
201312,3.7459,-0.142,5.5529,8.7922,-0.0313,4.4476,3.0089,2.684,8.5736,-1.0856,-2.6648,6.8847,4.2439,7.6036,0.4803,-0.077,7.3694,8.2697,3.4384,7.4743,1.3836,3.8893,0.457,7.1534,-0.5108,1.7837,6.3949,5.204,8.416,0.1917,-4.1535,2.2222,14.4565,5.0483,9.5982,9.6582,12.3926,-2.0982,5.6211,2.3229,1.9996,-0.2457,2.4249,10.5602,-1.1277,0.565,4.7619,3.5004,-1.0777,4.0835,2.6126,,,,,,
201401,-9.3878,-3.9249,-1.5604,-13.2949,-9.736199,-8.6539,1.328,-15.0198,-4.5617,-12.5888,-10.6996,-4.9951,6.6143,-0.9503,-8.7361,-12.7466,-4.2289,-7.8096,-6.9444,0.7391,-10.4573,1.8111,2.7564,-15.2394,4.697,5.8781,2.288,-3.6601,-3.241,-5.7398,-3.5241,-0.1918,3.1689,-8.5989,1.9348,-6.7046,-8.952,-5.6834,-4.1687,-1.7973,-10.0975,-4.0773,-4.2832,3.4037,-3.1107,-6.6447,-6.0416,9.0754,-3.3637,3.3263,-2.9959,,,,,,
201402,8.316,-4.1717,-0.5021,0.6479,5.7759,3.8346,0.7295,8.9685,3.9973,23.1167,10.3202,8.0035,8.1236,4.1739,0.4364,5.4275,6.2905,14.1981,3.8806,6.8201,8.412499,5.1603,5.1891,6.5725,7.2403,5.931,7.5981,5.1965,5.9892,4.3714,6.4939,-0.3203,10.8639,5.7688,12.2378,24.6089,-0.1199,2.7063,-0.9,1.757,7.1119,7.2868,8.7808,8.164,-0.3609,4.3723,-0.3791,12.2649,6.9617,2.3801,4.6172,,,,,,
201403,6.7818,9.834,2.8211,1.3795,3.3224,7.8717,0.491,3.3396,-5.9699,4.1392,1.7684,2.3517,-0.566,0.5216,-2.8472,5.8784,-1.731,-7.4478,-2.2988,-3.5748,-4.7289,-1.744,4.4384,-9.684,0.5266,10.3584,-2.6176,7.9078,4.6024,1.2013,0.9088,1.5103,-2.2835,0.6903,2.4477,3.6391,-6.1224,1.4149,-1.5136,6.5755,-3.7652,-1.5655,4.2378,-3.3323,4.9925,1.0772,2.3598,5.2222,-2.332,2.3622,0.4469,,,,,,
201404,6.3033,3.1081,3.9482,4.876,0.32,-4.8378,2.4062,2.6228,4.4724,20.9677,2.6131,-2.4913,1.0558,-3.1132,8.5078,0.9068,-1.1407,-6.2692,-5.3097,5.1643,-0.2108,-0.6716,5.1824,-3.3296,4.1664,4.3802,7.3154,-6.872601,0.22,-0.4491,2.7225,-5.0966,33.6342,2.5284,-2.4761,7.9877,-7.5448,0.8476,-1.1889,-1.0737,-4.6069,5.7238,4.5869,-5.1896,2.8623,-3.9471,2.0659,-3.1321,-1.4231,3.8681,0.166,,,,,,
201405,7.906,-0.6443,6.534,-0.931,3.5407,4.9418,7.3156,-5.9199,0.0334,3.2857,0.4156,7.7008,7.9214,6.6993,5.8564,-2.282,5.4132,2.5858,2.6257,-1.5548,1.8437,1.6113,-2.5851,13.9521,-1.7834,6.0234,2.2036,-0.5597,2.7886,-0.2263,0.8834,-1.5344,1.007,3.1023,-9.264999,8.823,0.4149,4.2532,5.0484,2.2256,7.133399,1.7581,5.5714,2.5526,2.8408,-1.1338,-1.496,-0.9089,5.4998,-3.1052,2.0218,,,,,,
201406,-2.4688,-0.3101,0.9342,7.1953,1.3247,2.861,0.7698,-3.0164,4.9147,6.0396,5.0317,-3.7666,-1.3292,4.4913,-3.0801,7.7996,2.2859,4.5539,6.0278,5.8796,2.6966,-2.4458,3.1595,8.4016,0.2146,-0.9503,5.6369,4.9823,-3.5459,4.7635,7.9943,3.5908,1.051,0.484,4.3692,4.2984,11.4325,13.248,3.9592,-2.1368,3.7014,1.0526,7.7673,1.0606,1.885,7.256,-0.5545,7.5326,-2.7629,4.1189,2.7941,,,,,,
201407,8.397799,1.9514,2.2938,2.8288,-1.4971,-0.3179,4.9011,2.4565,-5.951,-2.7391,-14.0763,1.6784,0.7207,-4.9781,-1.0773,-6.5433,-1.4794,-8.132,-3.4044,4.726,0.0184,4.507,-5.201,2.4575,0.1517,-14.8026,-7.3258,0.1994,-0.0493,0.3402,-0.1053,-0.8502,-1.9856,-1.6406,-1.1289,-5.8636,-9.7651,-1.5908,-0.2416,3.3057,-5.3875,-0.4213,-4.9118,2.9661,-1.388,2.1579,-4.0838,-5.922,-0.1077,-7.1293,-2.0524,,,,,,
201408,5.8359,-1.7702,-0.9512,-2.2837,6.0174,9.1948,4.4602,7.8029,2.3984,5.9008,4.366,4.0466,5.5494,3.4067,4.8598,1.1106,5.655,4.4698,2.5478,4.823,-1.5513,2.8611,6.0011,-12.5461,2.0803,8.5264,2.7991,0.1592,2.8225,6.0915,3.691,2.1768,-1.2842,2.8143,5.8991,20.1459,-1.3699,6.651,3.3414,0.3883,3.3235,4.6312,-0.106,-1.0617,4.983,5.0582,1.2569,5.7394,7.1852,4.533,4.0171,,,,,,
201409,-0.244,0.8009,1.4806,-10.2282,-2.4868,-3.3301,-4.6755,-4.8164,-5.9635,-12.1992,-0.6213,0.1762,3.1156,-0.1121,-2.7463,-8.9003,6.7281,-9.7819,-1.8219,-10.6956,4.5594,2.1201,-1.8914,-13.9768,-4.5325,2.0048,-6.4032,-0.5562,-7.8257,0.7578,-0.0763,-8.586201,8.8649,-1.6111,1.4825,-18.6935,-20.5556,-11.4196,-4.9672,-3.5876,-9.4038,-2.3934,-9.2814,1.3643,1.3569,-2.6526,-2.2493,-1.5425,1.723,-2.6095,-2.5129,,,,,,
201410,1.4429,0.1703,-2.7811,-11.7534,2.1405,2.5076,4.1333,18.1257,11.1072,-21.0577,0.3612,8.1606,10.4572,-3.2757,0.6156,-6.1852,3.7541,1.2495,7.2758,-10.2892,8.0257,4.7517,7.9916,17.7192,11.1553,7.3335,1.4154,-4.2519,2.325,1.3885,-1.5889,4.7316,6.6614,8.533299,-1.2838,1.5668,-32.8671,-4.5466,9.4007,-2.2711,7.3864,5.4623,-11.9977,-3.3936,3.3086,2.5009,2.365,-9.3222,-2.9927,11.3995,2.1178,,,,,,
201411,-0.4098,1.5499,12.9546,-5.7895,4.8406,0.3459,7.7026,8.6428,0.7027,-20.2192,7.5456,6.4678,4.0069,-0.0699,-1.0641,-8.6533,2.1983,1.363,1.8927,-13.8875,12.8612,4.7273,-0.852,1.9792,1.7848,-0.3006,0.1163,-2.367,8.6044,0.6581,3.151,1.0789,12.5645,4.6661,2.287,7.8924,-7.5521,-7.7092,-5.5467,4.0776,5.8201,0.8543,-1.7167,9.9685,4.0865,3.4149,0.2498,3.0106,6.362,2.614,2.1149,,,,,,
201412,-2.9188,-5.0594,0.6331,-12.9981,-2.7872,-2.0813,-5.5042,4.0662,0.9198,-12.5954,-5.6958,5.4181,-5.3247,2.2378,2.7785,4.3371,7.231699,2.435,5.2245,-2.5936,2.9549,-1.3597,6.8745,14.1471,-0.7355,2.5159,-0.2571,0.9225,6.0363,10.2899,2.3226,-2.535,-0.6078,2.6423,6.3349,10.2743,-18.0282,-1.5662,1.6727,1.1096,-2.8,2.2872,4.2055,-2.9778,-4.8801,1.8365,-3.1686,-8.0973,-4.2965,6.4623,-0.3616,,,,,,
